City,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Smoky Lake,CA,1584364855,85,54.12,-112.47,4.35,7.02
Ledyard Center,US,1584364753,52,41.44,-72.01,34.0,9.17
Saraland,US,1584364859,100,30.82,-88.07,64.0,9.17
Tucumcari,US,1584364862,93,35.17,-103.72,48.2,8.05
Pueblo,US,1584364613,92,38.25,-104.61,42.8,10.29
Hudson Bay,CA,1584364866,93,52.85,-102.38,2.91,9.13
Midland,US,1584364749,100,32.0,-102.08,48.2,5.82
Highland,US,1584364622,93,34.13,-117.21,55.0,5.82
Grand Forks,US,1584364873,67,47.93,-97.03,26.6,19.46
Boulder City,US,1584364875,81,35.98,-114.83,52.0,5.82
Lucan,IE,1584364877,61,53.36,-6.44,50.0,17.22
Yankton,US,1584364879,86,42.87,-97.4,33.8,3.36
Stonewall,CA,1584364882,78,50.13,-97.33,14.0,13.87
Medicine Hat,CA,1584364884,77,50.05,-110.67,3.2,9.17
Lac du Bonnet,CA,1584364617,84,50.25,-96.06,12.99,5.99
Jacksonville,US,1584364595,77,30.33,-81.66,68.0,10.29
Maple Creek,CA,1584364890,88,49.92,-109.48,2.91,6.2
Sicamous,CA,1584364892,67,50.83,-118.99,23.0,12.75
Mandan,US,1584364774,85,46.83,-100.89,21.2,11.41
Strathmore,CA,1584364896,78,51.05,-113.39,10.99,3.36
Greensburg,US,1584364898,46,40.3,-79.54,37.99,9.17
Cochrane,CA,1584364901,78,51.18,-114.47,14.0,3.36
Les Escoumins,CA,1584364903,90,48.11,-69.02,2.73,1.9
Price,US,1584364778,80,39.6,-110.81,34.0,6.93
Nipawin,CA,1584364907,71,53.37,-104.0,3.2,11.41
Polson,US,1584364909,85,47.69,-114.16,18.0,1.36
Wynyard,AU,1584364911,90,-41.0,145.72,60.01,3.0
Grande Prairie,CA,1584364913,77,55.17,-118.8,-2.2,3.36
Atikokan,CA,1584364915,95,48.76,-91.62,24.33,8.32
Elwood,AU,1584364836,67,-37.88,144.98,63.0,4.7
Williamsport,US,1584364816,58,41.24,-77.0,32.0,4.7
Coaticook,CA,1584364711,78,45.13,-71.8,18.0,1.48
Belgrade,RS,1584364709,24,44.8,20.47,57.2,18.34
Altona,DE,1584364926,66,53.55,9.93,55.99,12.75
Alamogordo,US,1584364928,81,32.9,-105.96,44.6,3.36
Baker City,US,1584364930,92,44.77,-117.83,33.01,5.82
San Quintín,MX,1584364932,76,30.48,-115.95,56.17,8.3
Moscow,RU,1584364670,38,55.75,37.62,43.0,13.42
Tullahoma,US,1584364936,93,35.36,-86.21,46.0,1.95
Annapolis,US,1584364754,84,38.98,-76.49,44.01,6.93
Norfolk,US,1584364962,55,42.17,-71.25,34.0,9.17
Marmora,IT,1584364964,58,44.46,7.09,55.99,3.36
Stillwater,US,1584364966,93,36.12,-97.06,46.0,4.7
Bowling Green,US,1584364750,75,36.99,-86.44,42.8,3.36
Bluefield,US,1584364970,100,37.27,-81.22,41.0,5.82
Casper,US,1584364834,100,42.87,-106.31,26.01,6.93
Martinsburg,US,1584364974,47,39.46,-77.96,37.0,6.93
Primo Tapia,MX,1584364976,87,32.22,-116.92,59.0,4.7
Olive Branch,US,1584364978,93,34.96,-89.83,44.6,4.59
Ville-Marie,CA,1584364981,70,47.33,-79.43,1.4,3.36
St. Marys,US,1584364844,93,30.73,-81.55,68.0,13.87
Aiken,US,1584364747,71,33.58,-81.6,54.0,6.93
Vermillion,US,1584364987,86,42.78,-96.93,33.8,4.7
Gardner,US,1584364989,35,42.58,-72.0,30.99,5.82
Lexington,US,1584364802,93,37.99,-84.48,39.0,4.79
Raymond,US,1584364993,38,43.9,-70.47,26.01,10.29
Bagotville,AU,1584364995,93,-28.98,153.42,63.0,20.24
Phenix City,US,1584364907,82,32.47,-85.0,66.0,9.17
Emmett,US,1584364702,100,43.87,-116.5,39.99,3.36
Brewster,US,1584364878,33,41.4,-73.62,35.01,8.05
Logansport,US,1584365004,84,40.75,-86.36,37.0,6.93
Cartersville,US,1584364791,100,34.17,-84.8,55.0,10.29
Batesville,US,1584365008,100,35.77,-91.64,41.0,3.27
Rossland,CA,1584365010,77,49.08,-117.8,21.99,1.01
Winslow,US,1584365012,54,35.02,-110.7,35.6,6.93
Marsh Harbour,BS,1584365014,77,26.54,-77.06,72.37,10.83
Mitchell,US,1584365017,86,43.71,-98.03,33.8,6.93
Cookeville,US,1584365019,100,36.16,-85.5,42.8,4.7
Jacksonville Beach,US,1584364815,88,30.29,-81.39,68.0,8.05
Horn Lake,US,1584365023,93,34.96,-90.03,44.6,3.36
Roberval,CA,1584364844,69,48.52,-72.23,-11.2,2.24
Buckeye,US,1584364825,93,33.37,-112.58,55.4,3.36
Redwater,US,1584365029,93,33.36,-94.25,46.99,5.82
Quartz Hill,US,1584365031,87,34.65,-118.22,52.0,3.36
Piney Green,US,1584365033,70,34.72,-77.32,48.2,12.75
Magrath,CA,1584365035,78,49.42,-112.87,9.0,5.82
Rigaud,CA,1584364764,56,45.48,-74.3,19.0,8.05
Searcy,US,1584365040,93,35.25,-91.74,42.01,6.93
Exeter,GB,1584364744,57,50.72,-3.53,54.0,3.36
Preeceville,CA,1584365044,93,51.95,-102.67,-2.31,12.1
Sheffield,GB,1584364922,53,53.38,-1.47,53.01,9.17
Kerrville,US,1584365048,93,30.05,-99.14,64.99,5.82
West Milford,US,1584365050,46,41.13,-74.37,37.99,9.17
Belen,TR,1584365052,60,36.49,36.22,69.8,16.11
Kankakee,US,1584365055,86,41.15,-87.87,35.01,4.7
Ormond Beach,US,1584365057,88,29.29,-81.06,72.0,4.7
Dothan,US,1584365059,77,31.22,-85.39,66.0,6.93
Fremont,US,1584365009,87,37.55,-121.99,46.4,6.93
Sulphur,US,1584365015,93,30.24,-93.38,62.6,4.7
Forestville,US,1584364975,60,38.85,-76.88,45.0,3.36
Weston,US,1584365067,78,26.1,-80.4,77.0,4.68
Back Mountain,US,1584365069,59,41.34,-76.0,32.0,8.05
Wawa,NG,1584365071,14,9.9,4.42,95.61,3.15
Powell,US,1584364783,71,40.16,-83.08,35.6,3.36
Chase,CA,1584365076,61,50.82,-119.69,17.6,2.24
Warrington,GB,1584365078,57,53.39,-2.58,54.0,11.41
Chute-aux-Outardes,CA,1584365080,46,49.12,-68.4,15.01,6.93
Chillicothe,US,1584365082,74,39.33,-82.98,37.4,4.7
Roanoke Rapids,US,1584364900,81,36.46,-77.65,48.2,4.7
Cody,US,1584365086,92,44.53,-109.06,19.99,5.82
Morrisburg,CA,1584365088,57,44.9,-75.18,24.01,8.05
Praxédis Guerrero,MX,1584365090,87,31.37,-106.02,51.01,5.82
Cumberland,US,1584365027,66,35.05,-78.87,48.99,5.82
Arnprior,CA,1584364958,61,45.43,-76.35,21.99,10.29
Enid,US,1584364931,100,36.4,-97.88,43.0,5.82
Lawton,US,1584365099,100,34.61,-98.39,48.2,3.36
Terrace Bay,CA,1584365101,100,48.78,-87.1,26.6,5.82
Farmington,US,1584364991,80,36.73,-108.22,30.2,6.93
Grand Bend,CA,1584365105,62,43.32,-81.75,30.0,12.75
Hannibal,US,1584364817,93,39.71,-91.36,37.99,4.99
Waycross,US,1584365109,82,31.21,-82.35,62.6,10.29
Rosetown,CA,1584365112,70,51.55,-108.0,1.99,5.99
Superior,US,1584365114,92,46.72,-92.1,32.0,7.52
East Liverpool,US,1584365078,47,40.62,-80.58,37.0,5.82
Niceville,US,1584365119,88,30.52,-86.48,64.4,2.77
Asheville,US,1584364824,87,35.6,-82.55,46.0,3.36
Charleston,US,1584365102,76,32.78,-79.93,55.99,6.93
Fernandina Beach,US,1584365125,93,30.67,-81.46,69.01,13.87
Gravelbourg,CA,1584365127,78,49.88,-106.55,10.11,10.69
Hollins,US,1584365130,75,37.34,-79.94,44.6,4.7
Ruidoso,US,1584365132,53,33.33,-105.67,44.6,3.04
Claresholm,CA,1584365134,77,50.03,-113.59,9.0,9.17
Harrisburg,US,1584365114,40,40.27,-76.88,37.99,8.05
Imuris,MX,1584365138,59,30.78,-110.87,45.37,2.93
Nuevo Casas Grandes,MX,1584365140,44,30.42,-107.92,47.91,4.14
Logan,US,1584365134,80,41.74,-111.83,45.0,6.2
Pilot Butte,CA,1584364910,78,50.47,-104.42,8.6,10.29
Hornepayne,CA,1584365146,92,49.21,-84.77,20.91,9.31
Kerrobert,CA,1584365149,77,51.92,-109.13,0.0,9.17
Rutland,US,1584365151,67,43.62,-73.02,26.01,2.8
Hot Springs,US,1584365153,87,34.5,-93.06,42.8,8.05
Chesterton,US,1584365134,73,41.61,-87.06,35.01,5.82
Conneaut,US,1584365157,50,41.95,-80.55,35.01,5.82
Calgary,CA,1584364870,78,51.05,-114.09,10.99,3.36
Hanover,DE,1584365163,58,52.37,9.73,61.0,11.41
Glendive,US,1584365165,78,47.11,-104.71,18.0,4.7
Pampa,US,1584365167,93,35.54,-100.96,48.2,13.87
Missoula,US,1584365169,85,47.02,-113.8,19.0,1.9
Gallup,US,1584364919,79,35.53,-108.74,26.6,3.36
Sevierville,US,1584365173,100,35.87,-83.56,46.99,1.97
Cathedral City,US,1584365175,76,33.78,-116.47,57.2,3.36
Wilmington Island,US,1584365177,82,32.0,-80.97,57.99,8.05
Peachland,CA,1584365180,72,49.77,-119.74,24.8,4.7
Fairfield,US,1584365018,33,41.27,-73.32,37.0,8.05
Lindsay,US,1584365185,87,36.2,-119.09,53.6,4.7
Apple Valley,US,1584365187,86,34.5,-117.19,53.6,2.33
Alton,US,1584365189,93,38.89,-90.18,39.2,4.7
Cortland,US,1584365191,67,42.6,-76.08,28.99,6.93
North Myrtle Beach,US,1584364953,66,33.82,-78.68,52.0,13.87
Duncan,US,1584365216,97,34.5,-97.96,50.0,8.05
Peoria,US,1584365156,86,40.77,-89.77,37.99,7.83
Rupert,US,1584365221,90,42.62,-113.68,37.4,14.99
Mishawaka,US,1584365208,73,41.66,-86.16,33.01,8.05
Morden,CA,1584365225,66,49.19,-98.1,15.8,12.75
Odesa,UA,1584365227,24,46.48,30.73,44.6,8.95
Outlook,CA,1584365230,70,51.5,-107.05,0.0,5.99
Porterville,US,1584365110,87,36.07,-119.02,53.6,4.7
Lloydminster,CA,1584365122,71,53.28,-110.0,5.0,13.87
Dennis,US,1584365102,47,41.74,-70.19,35.6,12.75
Jefferson City,US,1584365154,86,38.58,-92.17,37.99,4.7
Apache Junction,US,1584365042,76,33.42,-111.55,53.6,3.36
Chanute,US,1584365242,100,37.68,-95.46,42.8,5.82
Westlock,CA,1584365056,51,54.15,-113.87,10.4,10.29
Nogales,MX,1584365106,74,31.31,-110.94,46.99,3.2
Montpelier,US,1584365142,78,44.26,-72.58,23.0,1.1
Rockingham,US,1584365251,27,42.97,-71.1,30.99,6.93
Waverly,US,1584365253,79,42.74,-84.62,28.4,5.82
Evans,US,1584364998,71,33.53,-82.13,54.0,9.17
Invermere,CA,1584365257,86,50.52,-116.04,7.0,2.15
Enderby,GB,1584365259,57,52.59,-1.21,55.0,11.41
Leominster,US,1584365261,35,42.53,-71.76,32.0,5.82
Oneida,US,1584365264,58,43.2,-75.47,28.99,10.29
Junction City,US,1584365106,93,39.03,-96.83,37.4,4.7
Cowansville,CA,1584365268,53,45.2,-72.75,23.0,3.36
Bristol,US,1584365117,50,41.83,-71.17,35.01,5.82
West Plains,US,1584365272,86,36.73,-91.85,39.0,3.8
Eden,US,1584365274,81,36.49,-79.77,46.4,4.7
Frankfort,ZA,1584365276,37,-27.27,28.48,77.25,11.1
Osoyoos,CA,1584365279,53,49.03,-119.45,28.4,10.29
Hauterive,FR,1584365242,47,46.09,3.45,59.0,8.05
Defiance,US,1584365283,80,41.33,-84.45,32.0,3.36
Spirit River,CA,1584365285,70,55.78,-118.84,-2.2,5.82
Las Cruces,US,1584365287,56,32.31,-106.78,54.0,6.93
Archdale,US,1584365289,75,35.91,-79.97,46.99,9.17
Liberal,US,1584365291,100,37.04,-100.92,42.8,11.41
Elk Point,US,1584365293,82,42.68,-96.68,33.8,9.17
Muskegon,US,1584365296,74,43.3,-86.13,30.99,3.36
Rexburg,US,1584365288,80,43.83,-111.79,35.01,5.82
Brownfield,US,1584365300,88,33.18,-102.27,46.4,8.05
Canora,CA,1584365302,77,51.63,-102.43,3.2,19.46
Papillion,US,1584365161,87,41.15,-96.04,35.6,4.7
Malartic,CA,1584365306,84,48.13,-78.13,9.0,8.05
Spokane,US,1584365199,68,47.62,-117.37,28.4,3.36
Bonham,US,1584365264,93,33.58,-96.18,53.6,8.05
Freehold,US,1584365312,32,40.26,-74.27,41.0,9.17
Bedford,GB,1584365101,61,52.13,-0.47,53.01,10.29
Lake City,US,1584365317,88,30.19,-82.64,70.0,10.29
Laramie,US,1584365319,68,41.31,-105.59,35.01,11.41
Okmulgee,US,1584365321,100,35.62,-95.96,48.2,5.82
Hibbing,US,1584365200,86,47.43,-92.94,28.4,4.7
Fort Morgan,US,1584365147,93,40.25,-103.8,37.4,12.75
Maryville,US,1584365335,100,35.76,-83.97,48.0,3.02
Winthrop,US,1584365302,42,42.38,-70.98,33.01,11.41
Topeka,US,1584365352,86,39.05,-95.68,37.4,6.93
Hillsboro,US,1584365260,86,45.52,-122.99,41.0,5.82
Davidson,US,1584365379,81,36.15,-86.78,43.0,4.7
Neepawa,CA,1584365382,78,50.23,-99.47,8.6,14.99
Ozark,US,1584365384,100,37.02,-93.21,37.0,11.41
Twin Falls,US,1584365122,93,42.56,-114.46,39.99,14.99
West Monroe,US,1584365388,87,32.52,-92.15,51.8,6.93
Nampa,US,1584365500,100,43.54,-116.56,39.99,5.21
Fort Frances,CA,1584365359,92,48.6,-93.4,28.99,6.93
Kirksville,US,1584365584,100,40.19,-92.58,35.6,2.21
Oskaloosa,US,1584365598,86,41.3,-92.64,36.0,3.36
Carberry,CA,1584365600,78,49.87,-99.36,8.6,14.99
Woodward,US,1584365470,100,36.43,-99.39,42.01,5.82
Spearfish,US,1584365604,92,44.49,-103.86,25.0,8.05
Cadillac,US,1584365352,68,44.25,-85.4,28.4,9.22
Quincy,US,1584365402,42,42.25,-71.0,33.8,11.41
Waseca,US,1584365435,73,44.08,-93.51,33.8,9.17
Puerto Palomas,MX,1584365613,80,31.77,-107.62,35.6,5.82
Caledonia,US,1584365402,100,42.81,-87.92,34.0,3.36
