Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Chile,Region of the Americas of WHO,Temperate South America,2009,46,11/9/2009,11/15/2009,550,550,0,4,0,0,0,4,0,0,0,0,4,546,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2009,47,11/16/2009,11/22/2009,591,591,0,7,0,0,0,7,0,0,0,0,7,584,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2009,48,11/23/2009,11/29/2009,449,449,0,2,0,0,0,2,0,0,0,0,2,447,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2009,49,11/30/2009,12/6/2009,386,386,0,10,0,0,0,10,0,0,0,0,10,376,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2009,50,12/7/2009,12/13/2009,429,429,1,0,0,0,0,1,0,0,0,0,1,428,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2009,51,12/14/2009,12/20/2009,405,405,0,2,0,0,0,2,0,0,0,0,2,403,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2009,52,12/21/2009,12/27/2009,,,,,,,,,,,,,,,No Report
Chile,Region of the Americas of WHO,Temperate South America,2009,53,12/28/2009,1/3/2010,,,,,,,,,,,,,,,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,1,1/4/2010,1/10/2010,344,344,0,3,0,0,0,3,0,0,0,0,3,341,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,2,1/11/2010,1/17/2010,312,312,0,0,0,0,0,0,0,0,0,0,0,312,No Activity
Chile,Region of the Americas of WHO,Temperate South America,2010,3,1/18/2010,1/24/2010,294,294,0,0,0,0,0,0,0,0,0,0,0,294,No Activity
Chile,Region of the Americas of WHO,Temperate South America,2010,4,1/25/2010,1/31/2010,268,268,0,0,0,0,0,0,0,0,0,0,0,268,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,5,2/1/2010,2/7/2010,209,209,0,0,0,0,0,0,0,0,0,0,0,209,No Activity
Chile,Region of the Americas of WHO,Temperate South America,2010,6,2/8/2010,2/14/2010,214,214,0,0,0,0,0,0,0,0,0,0,0,214,No Activity
Chile,Region of the Americas of WHO,Temperate South America,2010,7,2/15/2010,2/21/2010,221,221,0,1,0,0,0,1,0,0,0,0,1,220,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2010,8,2/22/2010,2/28/2010,168,168,0,3,0,0,0,3,0,0,0,0,3,165,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2010,9,3/1/2010,3/7/2010,133,133,0,0,0,0,0,0,0,0,0,0,0,133,No Activity
Chile,Region of the Americas of WHO,Temperate South America,2010,10,3/8/2010,3/14/2010,202,202,0,4,0,0,0,4,0,0,0,0,4,198,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2010,11,3/15/2010,3/21/2010,177,177,0,0,0,0,0,0,0,0,0,0,0,177,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,12,3/22/2010,3/28/2010,257,257,0,2,0,0,0,2,0,0,0,0,2,255,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2010,13,3/29/2010,4/4/2010,296,296,0,5,0,0,0,5,0,0,0,0,5,291,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2010,14,4/5/2010,4/11/2010,392,392,0,2,0,0,0,2,0,0,0,0,2,390,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,15,4/12/2010,4/18/2010,437,437,0,3,0,0,0,3,0,0,0,0,3,434,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,16,4/19/2010,4/25/2010,428,428,0,3,0,0,0,3,0,0,0,0,3,425,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,17,4/26/2010,5/2/2010,360,360,0,6,1,0,0,7,0,0,0,0,7,353,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,18,5/3/2010,5/9/2010,569,569,0,12,0,0,0,12,0,0,0,0,12,557,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,19,5/10/2010,5/16/2010,647,647,0,9,0,0,0,9,0,0,0,0,9,638,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,20,5/17/2010,5/23/2010,537,537,0,6,0,0,0,6,0,0,0,0,6,531,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,21,5/24/2010,5/30/2010,688,688,0,7,1,0,0,8,0,0,0,0,8,680,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,22,5/31/2010,6/6/2010,752,752,0,11,0,0,0,11,0,0,1,1,12,740,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,23,6/7/2010,6/13/2010,921,921,0,13,2,0,0,15,0,0,1,1,16,905,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,24,6/14/2010,6/20/2010,1009,1009,0,24,3,0,1,28,0,0,2,2,30,979,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,25,6/21/2010,6/27/2010,1093,1093,0,20,5,0,0,25,0,0,5,5,30,1063,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,26,6/28/2010,7/4/2010,1249,1249,0,31,3,0,0,34,0,0,6,6,40,1209,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,27,7/5/2010,7/11/2010,1494,1494,0,40,7,0,0,47,0,0,8,8,55,1439,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,28,7/12/2010,7/18/2010,1342,1342,0,45,10,0,0,55,0,0,10,10,65,1277,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,29,7/19/2010,7/25/2010,1257,1257,0,33,13,0,2,48,0,0,12,12,60,1197,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,30,7/26/2010,8/1/2010,1120,1120,0,36,11,0,0,47,0,0,8,8,55,1065,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,31,8/2/2010,8/8/2010,1067,1067,0,34,30,0,0,64,0,0,14,14,78,989,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,32,8/9/2010,8/15/2010,1122,1122,0,51,67,0,0,118,0,0,11,11,129,993,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,33,8/16/2010,8/22/2010,1343,1343,0,64,83,0,0,147,0,0,30,30,177,1166,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,34,8/23/2010,8/29/2010,1533,1398,0,46,159,0,0,205,0,0,45,45,250,1148,No Report
Chile,Region of the Americas of WHO,Temperate South America,2010,35,8/30/2010,9/5/2010,1487,1487,0,52,235,0,0,287,0,0,71,71,358,1129,Widespread Outbreak
Chile,Region of the Americas of WHO,Temperate South America,2010,36,9/6/2010,9/12/2010,1665,1665,0,19,225,0,22,266,0,0,55,55,321,1344,Widespread Outbreak
Chile,Region of the Americas of WHO,Temperate South America,2010,37,9/13/2010,9/19/2010,1265,1265,0,7,250,0,0,257,0,0,57,57,314,951,Widespread Outbreak
Chile,Region of the Americas of WHO,Temperate South America,2010,38,9/20/2010,9/26/2010,1265,1265,0,13,253,0,0,266,0,0,33,33,299,966,Widespread Outbreak
Chile,Region of the Americas of WHO,Temperate South America,2010,39,9/27/2010,10/3/2010,1073,1073,0,3,211,0,0,214,0,0,16,16,230,843,Regional Outbreak
Chile,Region of the Americas of WHO,Temperate South America,2010,40,10/4/2010,10/10/2010,733,733,0,1,135,0,0,136,0,0,10,10,146,587,Local Outbreak
Chile,Region of the Americas of WHO,Temperate South America,2010,41,10/11/2010,10/17/2010,876,876,0,1,80,0,0,81,0,0,7,7,88,788,Local Outbreak
Chile,Region of the Americas of WHO,Temperate South America,2010,42,10/18/2010,10/24/2010,806,806,0,0,46,0,0,46,0,0,5,5,51,755,Local Outbreak
Chile,Region of the Americas of WHO,Temperate South America,2010,43,10/25/2010,10/31/2010,648,648,0,0,24,0,2,26,0,0,2,2,28,620,Local Outbreak
Chile,Region of the Americas of WHO,Temperate South America,2010,44,11/1/2010,11/7/2010,580,580,0,0,13,0,0,13,0,0,3,3,16,564,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2010,45,11/8/2010,11/14/2010,541,541,0,0,2,0,4,6,0,0,2,2,8,533,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2010,46,11/15/2010,11/21/2010,632,632,0,0,1,0,3,4,0,0,1,1,5,627,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2010,47,11/22/2010,11/28/2010,632,632,0,2,7,0,3,12,0,0,0,0,12,620,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2010,48,11/29/2010,12/5/2010,526,526,0,0,2,0,2,4,0,0,0,0,4,522,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2010,49,12/6/2010,12/12/2010,475,475,0,0,0,0,0,0,0,0,0,0,0,475,No Activity
Chile,Region of the Americas of WHO,Temperate South America,2010,50,12/13/2010,12/19/2010,436,436,0,0,0,0,0,0,0,0,0,0,0,436,No Activity
Chile,Region of the Americas of WHO,Temperate South America,2010,51,12/20/2010,12/26/2010,387,387,0,0,1,0,0,1,0,0,1,1,2,385,Sporadic
Chile,Region of the Americas of WHO,Temperate South America,2010,52,12/27/2010,1/2/2011,410,410,0,0,1,0,0,1,0,0,0,0,1,409,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2008,1,12/31/2007,1/6/2008,,8,,,,,0,0,,,0,0,0,8,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,2,1/7/2008,1/13/2008,,7,,,,,0,0,,,0,0,0,7,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,3,1/14/2008,1/20/2008,,19,,,,,0,0,,,0,0,0,19,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,4,1/21/2008,1/27/2008,,21,,,,,1,1,,,0,0,1,20,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2008,5,1/28/2008,2/3/2008,,10,,,,,0,0,,,0,0,0,10,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,6,2/4/2008,2/10/2008,,15,,,,,0,0,,,0,0,0,15,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,7,2/11/2008,2/17/2008,,15,,,,,0,0,,,0,0,0,15,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,8,2/18/2008,2/24/2008,,11,,,,,1,1,,,0,0,1,10,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2008,9,2/25/2008,3/2/2008,,12,,,,,0,0,,,0,0,0,12,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,10,3/3/2008,3/9/2008,,7,,,,,0,0,,,0,0,0,7,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,11,3/10/2008,3/16/2008,,14,,,,,0,0,,,0,0,0,14,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,12,3/17/2008,3/23/2008,,12,,,,,0,0,,,0,0,0,12,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,13,3/24/2008,3/30/2008,,5,,,,,0,0,,,0,0,0,5,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,14,3/31/2008,4/6/2008,,3,,,,,0,0,,,0,0,0,3,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,15,4/7/2008,4/13/2008,,7,,,,,0,0,,,0,0,0,7,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,16,4/14/2008,4/20/2008,,7,,,,,0,0,,,0,0,0,7,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,17,4/21/2008,4/27/2008,,10,,,,,1,1,,,0,0,1,9,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2008,18,4/28/2008,5/4/2008,,22,,,,,0,0,,,0,0,0,22,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,19,5/5/2008,5/11/2008,,12,,,,,0,0,,,0,0,0,12,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,20,5/12/2008,5/18/2008,,17,,,,,0,0,,,0,0,0,17,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,21,5/19/2008,5/25/2008,,7,,,,,0,0,,,0,0,0,7,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,22,5/26/2008,6/1/2008,,8,,,,,0,0,,,0,0,0,8,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,23,6/2/2008,6/8/2008,,6,,,,,0,0,,,0,0,0,6,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,24,6/9/2008,6/15/2008,,2,,,,,0,0,,,0,0,0,2,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,25,6/16/2008,6/22/2008,,4,,,,,0,0,,,0,0,0,4,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,26,6/23/2008,6/29/2008,,2,,,,,1,1,,,1,1,2,,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2008,27,6/30/2008,7/6/2008,,10,,,,,0,0,,,0,0,0,10,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,28,7/7/2008,7/13/2008,,12,,,,,0,0,,,0,0,0,12,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,29,7/14/2008,7/20/2008,,7,,,,,0,0,,,0,0,0,7,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,30,7/21/2008,7/27/2008,,13,,,,,0,0,,,0,0,0,13,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,31,7/28/2008,8/3/2008,,13,,,,,2,2,,,0,0,2,11,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2008,32,8/4/2008,8/10/2008,,6,,,,,0,0,,,0,0,0,6,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,33,8/11/2008,8/17/2008,,16,,,,,0,0,,,0,0,0,16,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,34,8/18/2008,8/24/2008,,10,,,,,0,0,,,0,0,0,10,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,35,8/25/2008,8/31/2008,,1,,,,,0,0,,,0,0,0,1,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2008,36,9/1/2008,9/7/2008,,4,,,,,0,0,,,0,0,0,4,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,37,9/8/2008,9/14/2008,,21,,,,,0,0,,,0,0,0,21,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,38,9/15/2008,9/21/2008,,23,,,,,0,0,,,0,0,0,23,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,39,9/22/2008,9/28/2008,,22,,,,,0,0,,,0,0,0,22,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,40,9/29/2008,10/5/2008,,8,,,,,0,0,,,0,0,0,8,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,41,10/6/2008,10/12/2008,,10,,,,,0,0,,,0,0,0,10,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2008,42,10/13/2008,10/19/2008,,3,,,,,0,0,,,1,1,1,2,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2008,43,10/20/2008,10/26/2008,,,,,,,,,,,,,,,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2008,44,10/27/2008,11/2/2008,,,,,,,,,,,,,,,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2008,45,11/3/2008,11/9/2008,,,,,,,,,,,,,,,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2008,46,11/10/2008,11/16/2008,,,,,,,,,,,,,,,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2008,47,11/17/2008,11/23/2008,,,,,,,,,,,,,,,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2008,48,11/24/2008,11/30/2008,,,,,,,,,,,,,,,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2008,49,12/1/2008,12/7/2008,,,,,,,,,,,,,,,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2008,50,12/8/2008,12/14/2008,,,,,,,,,,,,,,,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2008,51,12/15/2008,12/21/2008,,,,,,,,,,,,,,,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2008,52,12/22/2008,12/28/2008,,,,,,,,,,,,,,,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2009,1,12/29/2008,1/4/2009,,14,0,0,0,0,0,0,0,0,0,0,0,14,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2009,2,1/5/2009,1/11/2009,,25,0,0,0,0,0,0,0,0,0,0,0,25,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2009,3,1/12/2009,1/18/2009,,25,0,0,0,0,0,0,0,0,0,0,0,25,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2009,4,1/19/2009,1/25/2009,,16,0,0,0,0,0,0,0,0,1,1,1,15,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,5,1/26/2009,2/1/2009,,23,0,0,0,0,0,0,0,0,1,1,1,22,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,6,2/2/2009,2/8/2009,,21,0,0,0,0,0,0,0,0,1,1,1,20,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,7,2/9/2009,2/15/2009,,29,0,0,0,0,0,0,0,0,3,3,3,26,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,8,2/16/2009,2/22/2009,,18,0,0,0,0,0,0,0,0,2,2,2,16,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,9,2/23/2009,3/1/2009,,39,0,0,0,0,0,0,0,0,4,4,4,35,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,10,3/2/2009,3/8/2009,,20,0,0,0,0,0,0,0,0,3,3,3,17,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,11,3/9/2009,3/15/2009,,22,0,0,0,0,0,0,0,0,0,0,0,22,No Activity
Colombia,Region of the Americas of WHO,Tropical South America,2009,12,3/16/2009,3/22/2009,,50,0,0,0,0,0,0,0,0,2,2,2,48,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,13,3/23/2009,3/29/2009,,31,0,0,0,0,0,0,0,0,1,1,1,30,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,14,3/30/2009,4/5/2009,,45,0,1,0,0,0,1,0,0,0,0,1,44,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,15,4/6/2009,4/12/2009,,57,0,1,0,0,0,1,0,0,4,4,5,52,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,16,4/13/2009,4/19/2009,,278,9,3,2,0,0,14,0,0,2,2,16,262,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,17,4/20/2009,4/26/2009,,327,13,8,14,0,0,35,0,0,7,7,42,285,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,18,4/27/2009,5/3/2009,,250,14,7,14,0,0,35,0,0,1,1,36,214,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,19,5/4/2009,5/10/2009,,211,7,3,3,0,0,13,0,0,4,4,17,194,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,20,5/11/2009,5/17/2009,,104,4,4,5,0,0,13,0,0,2,2,15,89,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,21,5/18/2009,5/24/2009,,89,3,11,1,0,0,15,0,0,0,0,15,74,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,22,5/25/2009,5/31/2009,,142,5,16,5,0,0,26,0,0,0,0,26,116,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,23,6/1/2009,6/7/2009,,390,17,30,31,0,0,78,0,0,1,1,79,311,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,24,6/8/2009,6/14/2009,,384,22,32,21,0,0,75,0,0,0,0,75,309,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,25,6/15/2009,6/21/2009,,277,13,30,13,0,0,56,0,0,0,0,56,221,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,26,6/22/2009,6/28/2009,,353,21,45,19,0,0,85,0,0,0,0,85,268,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,27,6/29/2009,7/5/2009,,372,20,36,19,0,0,75,0,0,0,0,75,297,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,28,7/6/2009,7/12/2009,,192,5,24,9,0,0,38,0,0,0,0,38,154,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,29,7/13/2009,7/19/2009,,107,5,15,5,0,0,25,0,0,0,0,25,82,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,30,7/20/2009,7/26/2009,,253,8,40,12,0,0,60,0,0,0,0,60,193,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,31,7/27/2009,8/2/2009,,179,4,41,6,0,0,51,0,0,0,0,51,128,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,32,8/3/2009,8/9/2009,,206,3,55,4,0,0,62,0,0,0,0,62,144,Widespread Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,33,8/10/2009,8/16/2009,,182,7,60,9,0,0,76,0,0,0,0,76,106,Widespread Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,34,8/17/2009,8/23/2009,,348,3,95,15,0,0,113,0,0,0,0,113,235,Widespread Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,35,8/24/2009,8/30/2009,,526,5,178,29,0,0,212,0,0,1,1,213,313,Widespread Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,36,8/31/2009,9/6/2009,,582,4,198,30,0,0,232,0,0,1,1,233,349,Widespread Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,37,9/7/2009,9/13/2009,,566,2,194,20,0,0,216,0,0,0,0,216,350,Widespread Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,38,9/14/2009,9/20/2009,,546,0,190,19,0,0,209,0,0,0,0,209,337,Widespread Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,39,9/21/2009,9/27/2009,,553,1,155,14,0,0,170,0,0,0,0,170,383,Widespread Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,40,9/28/2009,10/4/2009,,514,1,80,8,0,0,89,0,0,1,1,90,424,Widespread Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,41,10/5/2009,10/11/2009,,353,0,56,6,0,0,62,0,0,1,1,63,290,Widespread Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,42,10/12/2009,10/18/2009,,468,0,44,7,0,0,51,0,0,0,0,51,417,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,43,10/19/2009,10/25/2009,,431,0,51,8,0,0,59,0,0,1,1,60,371,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,44,10/26/2009,11/1/2009,,508,0,53,6,0,0,59,0,0,3,3,62,446,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,45,11/2/2009,11/8/2009,,454,0,59,1,0,0,60,0,0,0,0,60,394,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,46,11/9/2009,11/15/2009,,288,0,43,1,0,0,44,0,0,0,0,44,244,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,47,11/16/2009,11/22/2009,,95,0,7,2,0,0,9,0,0,1,1,10,85,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,48,11/23/2009,11/29/2009,,148,0,11,0,0,0,11,0,0,0,0,11,137,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,49,11/30/2009,12/6/2009,,151,1,17,0,0,0,18,0,0,1,1,19,132,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,50,12/7/2009,12/13/2009,,137,0,14,1,0,0,15,0,0,0,0,15,122,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2009,51,12/14/2009,12/20/2009,,275,0,28,1,0,0,29,0,0,1,1,30,245,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,52,12/21/2009,12/27/2009,,410,1,36,0,0,0,37,0,0,1,1,38,372,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2009,53,12/28/2009,1/3/2010,,,,,,,,,,,,,,,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2010,1,1/4/2010,1/10/2010,,341,0,33,1,0,0,34,0,0,2,2,36,305,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2010,2,1/11/2010,1/17/2010,,322,0,36,0,0,0,36,0,0,0,0,36,286,Regional Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2010,3,1/18/2010,1/24/2010,,269,0,14,0,0,0,14,0,0,0,0,14,255,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,4,1/25/2010,1/31/2010,,190,0,9,0,0,0,9,0,0,2,2,11,179,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,5,2/1/2010,2/7/2010,,247,0,7,0,0,0,7,0,0,1,1,8,239,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,6,2/8/2010,2/14/2010,,231,0,6,0,0,0,6,0,0,3,3,9,222,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,7,2/15/2010,2/21/2010,,239,0,7,0,0,0,7,0,0,0,0,7,232,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,8,2/22/2010,2/28/2010,,180,0,5,0,0,0,5,0,0,0,0,5,175,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,9,3/1/2010,3/7/2010,,207,0,4,0,0,0,4,0,0,3,3,7,200,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,10,3/8/2010,3/14/2010,,247,0,4,0,0,0,4,0,0,1,1,5,242,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,11,3/15/2010,3/21/2010,,220,0,9,0,0,0,9,0,0,2,2,11,209,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,12,3/22/2010,3/28/2010,,203,0,1,0,0,0,1,0,0,0,0,1,202,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,13,3/29/2010,4/4/2010,,201,0,4,0,0,0,4,0,0,0,0,4,197,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,14,4/5/2010,4/11/2010,,196,0,2,0,0,0,2,0,0,0,0,2,194,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,15,4/12/2010,4/18/2010,,185,0,8,0,0,0,8,0,0,0,0,8,177,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,16,4/19/2010,4/25/2010,,224,0,5,11,0,0,16,0,0,0,0,16,208,Local Outbreak
Colombia,Region of the Americas of WHO,Tropical South America,2010,17,4/26/2010,5/2/2010,,202,0,7,1,0,0,8,0,0,0,0,8,194,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,18,5/3/2010,5/9/2010,,211,0,1,1,0,0,2,0,0,1,1,3,208,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,19,5/10/2010,5/16/2010,,224,0,7,1,0,0,8,0,0,0,0,8,216,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,20,5/17/2010,5/23/2010,,244,0,6,2,0,0,8,0,0,2,2,10,234,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,21,5/24/2010,5/30/2010,,216,0,13,1,0,0,14,0,0,1,1,15,201,Sporadic
Colombia,Region of the Americas of WHO,Tropical South America,2010,22,5/31/2010,6/6/2010,,316,0,35,5,0,0,40,0,0,2,2,42,274,Regional Outbreak
